"","V1","pred.baru.label"
"877","PDS-4482","DESA"
"878","PDS-4492","DESA"
"879","PDS-4493","DESA"
"880","PDS-4494","DESA"
"881","PDS-4495","DESA"
"882","PDS-4496","DESA"
"883","PDS-4498","DESA"
"884","PDS-4500","DESA"
"885","PDS-4508","DESA"
"886","PDS-4518","DESA"
"887","PDS-4524","DESA"
"888","PDS-4530","DESA"
"889","PDS-4532","KELURAHAN"
"890","PDS-4539","KELURAHAN"
"891","PDS-4544","DESA"
"892","PDS-4545","DESA"
"893","PDS-4556","DESA"
"894","PDS-4558","DESA"
"895","PDS-4560","DESA"
"896","PDS-4567","DESA"
"897","PDS-4579","DESA"
"898","PDS-4584","KELURAHAN"
"899","PDS-4595","DESA"
"900","PDS-4600","DESA"
"901","PDS-4612","DESA"
"902","PDS-4613","KELURAHAN"
"903","PDS-4616","DESA"
"904","PDS-4617","KELURAHAN"
"905","PDS-4622","DESA"
"906","PDS-4628","DESA"
"907","PDS-4629","DESA"
"908","PDS-4633","DESA"
"909","PDS-4638","KELURAHAN"
"910","PDS-4643","DESA"
"911","PDS-4645","DESA"
"912","PDS-4649","DESA"
"913","PDS-4651","KELURAHAN"
"914","PDS-4653","KELURAHAN"
"915","PDS-4659","DESA"
"916","PDS-4663","DESA"
"917","PDS-4667","DESA"
"918","PDS-4670","DESA"
"919","PDS-4671","DESA"
"920","PDS-4674","DESA"
"921","PDS-4676","DESA"
"922","PDS-4698","DESA"
"923","PDS-4704","KELURAHAN"
"924","PDS-4714","KELURAHAN"
"925","PDS-4720","DESA"
"926","PDS-4728","DESA"
"927","PDS-4729","KELURAHAN"
"928","PDS-4730","DESA"
"929","PDS-4734","KELURAHAN"
"930","PDS-4736","KELURAHAN"
"931","PDS-4737","DESA"
"932","PDS-4738","KELURAHAN"
"933","PDS-4749","KELURAHAN"
"934","PDS-4758","DESA"
"935","PDS-4761","KELURAHAN"
"936","PDS-4762","DESA"
"937","PDS-4770","KELURAHAN"
"938","PDS-4777","KELURAHAN"
"939","PDS-4778","KELURAHAN"
"940","PDS-4781","DESA"
"941","PDS-4791","KELURAHAN"
"942","PDS-4796","DESA"
"943","PDS-4797","DESA"
"944","PDS-4799","DESA"
"945","PDS-4800","DESA"
"946","PDS-4805","DESA"
"947","PDS-4806","DESA"
"948","PDS-4807","DESA"
"949","PDS-4810","DESA"
"950","PDS-4821","DESA"
"951","PDS-4832","DESA"
"952","PDS-4836","DESA"
"953","PDS-4838","DESA"
"954","PDS-4842","KELURAHAN"
"955","PDS-4847","DESA"
"956","PDS-4854","DESA"
"957","PDS-4855","KELURAHAN"
"958","PDS-4856","DESA"
"959","PDS-4858","DESA"
"960","PDS-4859","DESA"
"961","PDS-4874","KELURAHAN"
"962","PDS-4876","DESA"
"963","PDS-4883","KELURAHAN"
"964","PDS-4887","KELURAHAN"
"965","PDS-4893","DESA"
"966","PDS-4896","DESA"
"967","PDS-4911","KELURAHAN"
"968","PDS-4913","DESA"
"969","PDS-4918","KELURAHAN"
"970","PDS-4921","KELURAHAN"
"971","PDS-4928","KELURAHAN"
"972","PDS-4932","DESA"
"973","PDS-4934","DESA"
"974","PDS-4938","DESA"
"975","PDS-4941","DESA"
"976","PDS-4944","DESA"
"977","PDS-4945","DESA"
"978","PDS-4946","DESA"
"979","PDS-4947","DESA"
"980","PDS-4957","DESA"
"981","PDS-4959","DESA"
"982","PDS-4965","DESA"
"983","PDS-4968","DESA"
"984","PDS-4972","DESA"
"985","PDS-4977","DESA"
"986","PDS-4987","DESA"
"987","PDS-4988","KELURAHAN"
"988","PDS-4995","DESA"
"989","PDS-4997","DESA"
"990","PDS-4998","DESA"
"991","PDS-4999","DESA"
"992","PDS-5005","DESA"
"993","PDS-5011","DESA"
"994","PDS-5017","DESA"
"995","PDS-5018","DESA"
"996","PDS-5022","DESA"
"997","PDS-5030","DESA"
"998","PDS-5037","DESA"
"999","PDS-5040","DESA"
"1000","PDS-5052","DESA"
"1001","PDS-5053","DESA"
"1002","PDS-5055","KELURAHAN"
"1003","PDS-5056","DESA"
"1004","PDS-5057","DESA"
"1005","PDS-5058","KELURAHAN"
"1006","PDS-5074","KELURAHAN"
"1007","PDS-5075","KELURAHAN"
"1008","PDS-5076","KELURAHAN"
"1009","PDS-5079","KELURAHAN"
"1010","PDS-5085","DESA"
"1011","PDS-5086","DESA"
"1012","PDS-5094","KELURAHAN"
"1013","PDS-5098","DESA"
"1014","PDS-5104","DESA"
"1015","PDS-5105","DESA"
"1016","PDS-5106","DESA"
"1017","PDS-5110","KELURAHAN"
"1018","PDS-5111","DESA"
"1019","PDS-5120","DESA"
"1020","PDS-5123","DESA"
"1021","PDS-5125","DESA"
"1022","PDS-5127","KELURAHAN"
"1023","PDS-5133","DESA"
"1024","PDS-5137","DESA"
"1025","PDS-5142","KELURAHAN"
"1026","PDS-5163","DESA"
"1027","PDS-5178","DESA"
"1028","PDS-5179","KELURAHAN"
"1029","PDS-5180","DESA"
"1030","PDS-5186","DESA"
"1031","PDS-5190","DESA"
"1032","PDS-5209","DESA"
"1033","PDS-5214","DESA"
"1034","PDS-5224","KELURAHAN"
"1035","PDS-5233","KELURAHAN"
"1036","PDS-5234","KELURAHAN"
"1037","PDS-5238","KELURAHAN"
"1038","PDS-5239","DESA"
"1039","PDS-5241","DESA"
"1040","PDS-5243","KELURAHAN"
"1041","PDS-5244","DESA"
"1042","PDS-5250","DESA"
"1043","PDS-5252","DESA"
"1044","PDS-5257","KELURAHAN"
"1045","PDS-5259","DESA"
"1046","PDS-5277","DESA"
"1047","PDS-5284","KELURAHAN"
"1048","PDS-5286","DESA"
"1049","PDS-5288","DESA"
"1050","PDS-5296","DESA"
"1051","PDS-5300","KELURAHAN"
"1052","PDS-5302","DESA"
"1053","PDS-5308","KELURAHAN"
"1054","PDS-5311","DESA"
"1055","PDS-5312","DESA"
"1056","PDS-5320","KELURAHAN"
"1057","PDS-5321","DESA"
"1058","PDS-5331","DESA"
"1059","PDS-5335","DESA"
"1060","PDS-5343","KELURAHAN"
"1061","PDS-5348","DESA"
"1062","PDS-5356","DESA"
"1063","PDS-5367","DESA"
"1064","PDS-5371","DESA"
"1065","PDS-5374","DESA"
"1066","PDS-5375","DESA"
"1067","PDS-5388","DESA"
"1068","PDS-5391","DESA"
"1069","PDS-5396","KELURAHAN"
"1070","PDS-5409","KELURAHAN"
"1071","PDS-5411","KELURAHAN"
"1072","PDS-5416","DESA"
"1073","PDS-5424","DESA"
"1074","PDS-5430","DESA"
"1075","PDS-5433","DESA"
"1076","PDS-5434","DESA"
"1077","PDS-5436","DESA"
"1078","PDS-5440","DESA"
"1079","PDS-5443","DESA"
"1080","PDS-5444","DESA"
"1081","PDS-5446","KELURAHAN"
"1082","PDS-5448","DESA"
"1083","PDS-5449","DESA"
"1084","PDS-5451","DESA"
"1085","PDS-5452","DESA"
"1086","PDS-5458","DESA"
"1087","PDS-5463","KELURAHAN"
"1088","PDS-5464","DESA"
"1089","PDS-5470","KELURAHAN"
"1090","PDS-5476","DESA"
"1091","PDS-5477","DESA"
"1092","PDS-5483","DESA"
"1093","PDS-5487","KELURAHAN"
"1094","PDS-5489","DESA"
"1095","PDS-5491","DESA"
"1096","PDS-5496","DESA"
"1097","PDS-5499","DESA"
"1098","PDS-5510","DESA"
"1099","PDS-5511","DESA"
"1100","PDS-5521","DESA"
"1101","PDS-5531","DESA"
"1102","PDS-5537","DESA"
"1103","PDS-5540","DESA"
"1104","PDS-5543","DESA"
"1105","PDS-5547","DESA"
"1106","PDS-5553","DESA"
"1107","PDS-5559","DESA"
"1108","PDS-5561","DESA"
"1109","PDS-5566","DESA"
"1110","PDS-5570","KELURAHAN"
"1111","PDS-5572","KELURAHAN"
"1112","PDS-5575","KELURAHAN"
"1113","PDS-5586","KELURAHAN"
"1114","PDS-5589","KELURAHAN"
"1115","PDS-5591","DESA"
"1116","PDS-5593","KELURAHAN"
"1117","PDS-5601","DESA"
"1118","PDS-5619","KELURAHAN"
"1119","PDS-5620","DESA"
"1120","PDS-5623","DESA"
"1121","PDS-5625","KELURAHAN"
"1122","PDS-5627","DESA"
"1123","PDS-5629","KELURAHAN"
"1124","PDS-5634","DESA"
"1125","PDS-5635","DESA"
"1126","PDS-5638","DESA"
"1127","PDS-5645","KELURAHAN"
"1128","PDS-5646","DESA"
"1129","PDS-5656","DESA"
"1130","PDS-5657","KELURAHAN"
"1131","PDS-5661","KELURAHAN"
"1132","PDS-5662","DESA"
"1133","PDS-5669","DESA"
"1134","PDS-5670","DESA"
"1135","PDS-5676","DESA"
"1136","PDS-5687","KELURAHAN"
"1137","PDS-5691","KELURAHAN"
"1138","PDS-5694","DESA"
"1139","PDS-5695","DESA"
"1140","PDS-5700","DESA"
"1141","PDS-5705","KELURAHAN"
"1142","PDS-5711","DESA"
"1143","PDS-5714","DESA"
"1144","PDS-5723","KELURAHAN"
"1145","PDS-5725","DESA"
"1146","PDS-5727","DESA"
"1147","PDS-5739","DESA"
"1148","PDS-5742","DESA"
"1149","PDS-5745","KELURAHAN"
"1150","PDS-5746","KELURAHAN"
"1151","PDS-5751","KELURAHAN"
"1152","PDS-5753","DESA"
"1153","PDS-5756","DESA"
"1154","PDS-5758","KELURAHAN"
"1155","PDS-5760","DESA"
"1156","PDS-5773","DESA"
"1157","PDS-5775","DESA"
"1158","PDS-5777","DESA"
"1159","PDS-5780","DESA"
"1160","PDS-5783","DESA"
"1161","PDS-5789","DESA"
"1162","PDS-5792","KELURAHAN"
"1163","PDS-5794","DESA"
"1164","PDS-5798","DESA"
"1165","PDS-5802","DESA"
"1166","PDS-5809","DESA"
"1167","PDS-5811","KELURAHAN"
"1168","PDS-5819","KELURAHAN"
"1169","PDS-5828","DESA"
"1170","PDS-5833","DESA"
"1171","PDS-5843","DESA"
"1172","PDS-5846","DESA"
"1173","PDS-5851","DESA"
"1174","PDS-5856","KELURAHAN"
"1175","PDS-5868","KELURAHAN"
"1176","PDS-5871","DESA"
"1177","PDS-5879","DESA"
"1178","PDS-5882","DESA"
"1179","PDS-5890","DESA"
"1180","PDS-5892","DESA"
"1181","PDS-5893","DESA"
"1182","PDS-5896","DESA"
"1183","PDS-5902","KELURAHAN"
"1184","PDS-5907","KELURAHAN"
"1185","PDS-5908","KELURAHAN"
"1186","PDS-5927","KELURAHAN"
"1187","PDS-5940","DESA"
"1188","PDS-5942","DESA"
"1189","PDS-5945","KELURAHAN"
"1190","PDS-5947","KELURAHAN"
"1191","PDS-5950","DESA"
"1192","PDS-5952","KELURAHAN"
"1193","PDS-5960","DESA"
"1194","PDS-5979","KELURAHAN"
"1195","PDS-5985","DESA"
"1196","PDS-5987","DESA"
"1197","PDS-5989","DESA"
"1198","PDS-5990","DESA"
"1199","PDS-5992","KELURAHAN"
"1200","PDS-5998","DESA"
"1201","PDS-6013","DESA"
"1202","PDS-6020","DESA"
"1203","PDS-6032","DESA"
"1204","PDS-6034","DESA"
"1205","PDS-6043","KELURAHAN"
"1206","PDS-6044","KELURAHAN"
"1207","PDS-6047","DESA"
"1208","PDS-6060","DESA"
"1209","PDS-6080","DESA"
"1210","PDS-6083","KELURAHAN"
"1211","PDS-6091","DESA"
"1212","PDS-6094","DESA"
"1213","PDS-6095","DESA"
"1214","PDS-6100","KELURAHAN"
"1215","PDS-6103","DESA"
"1216","PDS-6117","DESA"
"1217","PDS-6122","KELURAHAN"
"1218","PDS-6123","DESA"
"1219","PDS-6130","DESA"
"1220","PDS-6140","KELURAHAN"
"1221","PDS-6141","KELURAHAN"
"1222","PDS-6143","DESA"
"1223","PDS-6151","DESA"
"1224","PDS-6155","DESA"
"1225","PDS-6156","KELURAHAN"
"1226","PDS-6161","KELURAHAN"
"1227","PDS-6169","KELURAHAN"
"1228","PDS-6172","DESA"
"1229","PDS-6173","DESA"
"1230","PDS-6184","DESA"
"1231","PDS-6185","DESA"
"1232","PDS-6191","DESA"
"1233","PDS-6208","DESA"
"1234","PDS-6220","DESA"
"1235","PDS-6230","DESA"
"1236","PDS-6234","DESA"
"1237","PDS-6237","KELURAHAN"
"1238","PDS-6239","DESA"
"1239","PDS-6252","KELURAHAN"
"1240","PDS-6255","DESA"
"1241","PDS-6257","KELURAHAN"
"1242","PDS-6262","DESA"
"1243","PDS-6263","DESA"
"1244","PDS-6266","DESA"
"1245","PDS-6270","DESA"
"1246","PDS-6273","KELURAHAN"
"1247","PDS-6277","DESA"
"1248","PDS-6284","DESA"
"1249","PDS-6289","DESA"
"1250","PDS-6295","DESA"
"1251","PDS-6296","DESA"
"1252","PDS-6297","DESA"
"1253","PDS-6298","KELURAHAN"
"1254","PDS-6304","DESA"
"1255","PDS-6305","DESA"
"1256","PDS-6314","DESA"
"1257","PDS-6315","DESA"
"1258","PDS-6318","DESA"
"1259","PDS-6319","DESA"
"1260","PDS-6332","DESA"
"1261","PDS-6337","DESA"
"1262","PDS-6338","DESA"
"1263","PDS-6343","KELURAHAN"
"1264","PDS-6345","DESA"
"1265","PDS-6354","KELURAHAN"
"1266","PDS-6360","KELURAHAN"
"1267","PDS-6362","DESA"
"1268","PDS-6369","KELURAHAN"
"1269","PDS-6371","DESA"
"1270","PDS-6372","KELURAHAN"
"1271","PDS-6375","DESA"
"1272","PDS-6377","KELURAHAN"
"1273","PDS-6397","DESA"
"1274","PDS-6398","DESA"
"1275","PDS-6407","DESA"
"1276","PDS-6411","DESA"
"1277","PDS-6412","DESA"
"1278","PDS-6417","DESA"
"1279","PDS-6421","DESA"
"1280","PDS-6427","DESA"
"1281","PDS-6431","DESA"
"1282","PDS-6433","KELURAHAN"
"1283","PDS-6440","DESA"
"1284","PDS-6442","DESA"
"1285","PDS-6446","DESA"
"1286","PDS-6447","DESA"
"1287","PDS-6451","DESA"
"1288","PDS-6457","KELURAHAN"
"1289","PDS-6466","KELURAHAN"
"1290","PDS-6470","DESA"
"1291","PDS-6472","DESA"
"1292","PDS-6475","DESA"
"1293","PDS-6477","KELURAHAN"
"1294","PDS-6489","DESA"
"1295","PDS-6494","DESA"
"1296","PDS-6512","KELURAHAN"
"1297","PDS-6515","DESA"
"1298","PDS-6520","DESA"
"1299","PDS-6531","DESA"
"1300","PDS-6540","DESA"
"1301","PDS-6541","DESA"
"1302","PDS-6543","DESA"
"1303","PDS-6547","DESA"
"1304","PDS-6549","DESA"
"1305","PDS-6556","DESA"
"1306","PDS-6564","DESA"
"1307","PDS-6565","DESA"
"1308","PDS-6566","DESA"
"1309","PDS-6571","DESA"
"1310","PDS-6574","DESA"
"1311","PDS-6582","KELURAHAN"
"1312","PDS-6583","DESA"
"1313","PDS-6586","DESA"
"1314","PDS-6588","KELURAHAN"
"1315","PDS-6589","DESA"
"1316","PDS-6592","KELURAHAN"
"1317","PDS-6611","DESA"
"1318","PDS-6615","DESA"
"1319","PDS-6617","KELURAHAN"
"1320","PDS-6623","KELURAHAN"
"1321","PDS-6624","DESA"
"1322","PDS-6630","DESA"
"1323","PDS-6639","DESA"
"1324","PDS-6641","DESA"
"1325","PDS-6643","KELURAHAN"
"1326","PDS-6644","DESA"
"1327","PDS-6645","DESA"
"1328","PDS-6646","DESA"
"1329","PDS-6653","KELURAHAN"
"1330","PDS-6656","DESA"
"1331","PDS-6676","KELURAHAN"
"1332","PDS-6697","KELURAHAN"
"1333","PDS-6702","DESA"
"1334","PDS-6705","DESA"
"1335","PDS-6711","DESA"
"1336","PDS-6717","DESA"
"1337","PDS-6719","KELURAHAN"
"1338","PDS-6722","DESA"
"1339","PDS-6723","DESA"
"1340","PDS-6732","DESA"
"1341","PDS-6737","DESA"
"1342","PDS-6738","DESA"
"1343","PDS-6739","DESA"
"1344","PDS-6752","DESA"
"1345","PDS-6765","DESA"
"1346","PDS-6768","DESA"
"1347","PDS-6772","DESA"
"1348","PDS-6774","DESA"
"1349","PDS-6775","DESA"
"1350","PDS-6777","DESA"
"1351","PDS-6784","KELURAHAN"
"1352","PDS-6797","DESA"
"1353","PDS-6800","KELURAHAN"
"1354","PDS-6802","DESA"
"1355","PDS-6808","DESA"
"1356","PDS-6810","DESA"
"1357","PDS-6812","DESA"
"1358","PDS-6817","KELURAHAN"
"1359","PDS-6820","DESA"
"1360","PDS-6824","DESA"
"1361","PDS-6834","DESA"
"1362","PDS-6838","DESA"
"1363","PDS-6839","KELURAHAN"
"1364","PDS-6853","DESA"
"1365","PDS-6856","DESA"
"1366","PDS-6860","KELURAHAN"
"1367","PDS-6874","DESA"
"1368","PDS-6882","DESA"
"1369","PDS-6883","DESA"
"1370","PDS-6894","DESA"
"1371","PDS-6895","DESA"
"1372","PDS-6899","DESA"
"1373","PDS-6902","DESA"
"1374","PDS-6906","DESA"
"1375","PDS-6911","DESA"
"1376","PDS-6918","DESA"
"1377","PDS-6925","KELURAHAN"
"1378","PDS-6939","DESA"
"1379","PDS-6942","KELURAHAN"
"1380","PDS-6944","DESA"
"1381","PDS-6950","DESA"
"1382","PDS-6954","DESA"
"1383","PDS-6961","DESA"
"1384","PDS-6967","DESA"
"1385","PDS-6969","DESA"
"1386","PDS-6971","DESA"
"1387","PDS-6972","DESA"
"1388","PDS-6973","KELURAHAN"
"1389","PDS-6980","DESA"
"1390","PDS-6981","KELURAHAN"
"1391","PDS-6982","KELURAHAN"
"1392","PDS-6983","DESA"
"1393","PDS-6989","DESA"
"1394","PDS-6990","DESA"
"1395","PDS-6991","DESA"
"1396","PDS-6993","DESA"
"1397","PDS-6997","DESA"
"1398","PDS-7006","DESA"
"1399","PDS-7007","DESA"
"1400","PDS-7010","KELURAHAN"
"1401","PDS-7011","KELURAHAN"
"1402","PDS-7012","DESA"
"1403","PDS-7017","DESA"
"1404","PDS-7023","DESA"
"1405","PDS-7032","DESA"
"1406","PDS-7042","DESA"
"1407","PDS-7044","DESA"
"1408","PDS-7053","DESA"
"1409","PDS-7057","DESA"
"1410","PDS-7058","DESA"
"1411","PDS-7060","KELURAHAN"
"1412","PDS-7065","KELURAHAN"
"1413","PDS-7070","KELURAHAN"
"1414","PDS-7080","DESA"
"1415","PDS-7082","DESA"
"1416","PDS-7083","KELURAHAN"
"1417","PDS-7084","DESA"
"1418","PDS-7085","KELURAHAN"
"1419","PDS-7097","KELURAHAN"
"1420","PDS-7100","DESA"
"1421","PDS-7107","KELURAHAN"
"1422","PDS-7115","DESA"
"1423","PDS-7120","DESA"
"1424","PDS-7123","KELURAHAN"
"1425","PDS-7124","DESA"
"1426","PDS-7125","DESA"
"1427","PDS-7129","DESA"
"1428","PDS-7134","DESA"
"1429","PDS-7138","DESA"
"1430","PDS-7148","DESA"
"1431","PDS-7152","DESA"
"1432","PDS-7155","DESA"
"1433","PDS-7157","KELURAHAN"
"1434","PDS-7159","DESA"
"1435","PDS-7163","DESA"
"1436","PDS-7166","DESA"
"1437","PDS-7167","DESA"
"1438","PDS-7180","DESA"
"1439","PDS-7184","KELURAHAN"
"1440","PDS-7185","DESA"
"1441","PDS-7187","KELURAHAN"
"1442","PDS-7191","KELURAHAN"
"1443","PDS-7194","DESA"
"1444","PDS-7197","DESA"
"1445","PDS-7207","DESA"
"1446","PDS-7209","KELURAHAN"
"1447","PDS-7215","KELURAHAN"
"1448","PDS-7219","DESA"
"1449","PDS-7227","DESA"
"1450","PDS-7228","DESA"
"1451","PDS-7231","DESA"
"1452","PDS-7240","DESA"
"1453","PDS-7244","DESA"
"1454","PDS-7254","DESA"
"1455","PDS-7264","DESA"
"1456","PDS-7267","DESA"
"1457","PDS-7270","DESA"
"1458","PDS-7275","KELURAHAN"
"1459","PDS-7288","KELURAHAN"
"1460","PDS-7292","DESA"
"1461","PDS-7296","DESA"
"1462","PDS-7297","DESA"
"1463","PDS-7312","DESA"
"1464","PDS-7313","DESA"
"1465","PDS-7315","DESA"
"1466","PDS-7324","DESA"
"1467","PDS-7341","DESA"
"1468","PDS-7344","DESA"
"1469","PDS-7346","DESA"
"1470","PDS-7351","DESA"
"1471","PDS-7353","KELURAHAN"
"1472","PDS-7356","DESA"
"1473","PDS-7358","DESA"
"1474","PDS-7369","KELURAHAN"
"1475","PDS-7374","DESA"
"1476","PDS-7375","KELURAHAN"
"1477","PDS-7383","DESA"
"1478","PDS-7391","DESA"
"1479","PDS-7393","DESA"
"1480","PDS-7395","DESA"
"1481","PDS-7401","DESA"
"1482","PDS-7405","DESA"
"1483","PDS-7416","DESA"
"1484","PDS-7419","DESA"
"1485","PDS-7422","KELURAHAN"
"1486","PDS-7425","DESA"
"1487","PDS-7427","DESA"
"1488","PDS-7430","DESA"
"1489","PDS-7447","DESA"
"1490","PDS-7456","DESA"
"1491","PDS-7462","DESA"
"1492","PDS-7481","DESA"
"1493","PDS-7484","KELURAHAN"
"1494","PDS-7486","DESA"
"1495","PDS-7492","KELURAHAN"
"1496","PDS-7495","DESA"
"1497","PDS-7520","KELURAHAN"
"1498","PDS-7522","DESA"
"1499","PDS-7527","KELURAHAN"
"1500","PDS-7532","DESA"
"1501","PDS-7544","DESA"
"1502","PDS-7545","DESA"
"1503","PDS-7561","DESA"
"1504","PDS-7562","KELURAHAN"
"1505","PDS-7565","DESA"
"1506","PDS-7575","DESA"
"1507","PDS-7578","DESA"
"1508","PDS-7588","DESA"
"1509","PDS-7596","DESA"
"1510","PDS-7598","KELURAHAN"
"1511","PDS-7605","KELURAHAN"
"1512","PDS-7611","DESA"
"1513","PDS-7612","DESA"
"1514","PDS-7618","DESA"
"1515","PDS-7619","DESA"
"1516","PDS-7620","DESA"
"1517","PDS-7623","DESA"
"1518","PDS-7630","DESA"
"1519","PDS-7644","KELURAHAN"
"1520","PDS-7652","KELURAHAN"
"1521","PDS-7658","DESA"
"1522","PDS-7660","DESA"
"1523","PDS-7674","DESA"
"1524","PDS-7675","DESA"
"1525","PDS-7680","DESA"
"1526","PDS-7685","KELURAHAN"
"1527","PDS-7693","DESA"
"1528","PDS-7694","DESA"
"1529","PDS-7698","DESA"
"1530","PDS-7711","KELURAHAN"
"1531","PDS-7716","DESA"
"1532","PDS-7719","DESA"
"1533","PDS-7737","KELURAHAN"
"1534","PDS-7738","DESA"
"1535","PDS-7743","DESA"
"1536","PDS-7759","DESA"
"1537","PDS-7762","DESA"
"1538","PDS-7778","DESA"
"1539","PDS-7779","DESA"
"1540","PDS-7784","DESA"
"1541","PDS-7789","KELURAHAN"
"1542","PDS-7805","DESA"
"1543","PDS-7806","DESA"
"1544","PDS-7813","KELURAHAN"
"1545","PDS-7814","KELURAHAN"
"1546","PDS-7816","DESA"
"1547","PDS-7818","DESA"
"1548","PDS-7819","KELURAHAN"
"1549","PDS-7824","DESA"
"1550","PDS-7830","DESA"
"1551","PDS-7833","DESA"
"1552","PDS-7836","DESA"
"1553","PDS-7844","KELURAHAN"
"1554","PDS-7847","DESA"
"1555","PDS-7849","DESA"
"1556","PDS-7852","DESA"
"1557","PDS-7864","DESA"
"1558","PDS-7867","DESA"
"1559","PDS-7897","DESA"
"1560","PDS-7907","DESA"
"1561","PDS-7910","DESA"
"1562","PDS-7928","DESA"
"1563","PDS-7930","DESA"
"1564","PDS-7936","DESA"
"1565","PDS-7942","DESA"
"1566","PDS-7944","DESA"
"1567","PDS-7951","KELURAHAN"
"1568","PDS-7958","DESA"
"1569","PDS-7968","DESA"
"1570","PDS-7971","KELURAHAN"
"1571","PDS-7974","KELURAHAN"
"1572","PDS-7980","DESA"
"1573","PDS-7985","DESA"
"1574","PDS-7988","DESA"
"1575","PDS-7990","KELURAHAN"
"1576","PDS-7993","DESA"
"1577","PDS-7994","DESA"
"1578","PDS-7995","KELURAHAN"
"1579","PDS-7997","DESA"
"1580","PDS-8000","DESA"
"1581","PDS-8003","DESA"
"1582","PDS-8004","DESA"
"1583","PDS-8005","DESA"
"1584","PDS-8007","DESA"
"1585","PDS-8008","DESA"
"1586","PDS-8017","KELURAHAN"
"1587","PDS-8018","DESA"
"1588","PDS-8025","DESA"
"1589","PDS-8027","DESA"
"1590","PDS-8037","DESA"
"1591","PDS-8039","DESA"
"1592","PDS-8042","KELURAHAN"
"1593","PDS-8051","DESA"
"1594","PDS-8054","KELURAHAN"
"1595","PDS-8069","DESA"
"1596","PDS-8071","DESA"
"1597","PDS-8074","DESA"
"1598","PDS-8079","DESA"
"1599","PDS-8081","DESA"
"1600","PDS-8097","DESA"
"1601","PDS-8111","DESA"
"1602","PDS-8113","DESA"
"1603","PDS-8121","DESA"
"1604","PDS-8126","KELURAHAN"
"1605","PDS-8131","DESA"
"1606","PDS-8134","DESA"
"1607","PDS-8151","DESA"
"1608","PDS-8153","KELURAHAN"
"1609","PDS-8156","DESA"
"1610","PDS-8161","KELURAHAN"
"1611","PDS-8163","DESA"
"1612","PDS-8173","DESA"
"1613","PDS-8174","DESA"
"1614","PDS-8176","KELURAHAN"
"1615","PDS-8180","KELURAHAN"
"1616","PDS-8190","DESA"
"1617","PDS-8200","KELURAHAN"
"1618","PDS-8203","DESA"
"1619","PDS-8209","KELURAHAN"
"1620","PDS-8211","DESA"
"1621","PDS-8225","KELURAHAN"
"1622","PDS-8227","DESA"
"1623","PDS-8229","DESA"
"1624","PDS-8231","DESA"
"1625","PDS-8235","DESA"
"1626","PDS-8236","DESA"
"1627","PDS-8245","DESA"
"1628","PDS-8246","DESA"
"1629","PDS-8253","DESA"
"1630","PDS-8259","DESA"
"1631","PDS-8260","DESA"
"1632","PDS-8264","DESA"
"1633","PDS-8265","DESA"
"1634","PDS-8276","DESA"
"1635","PDS-8278","DESA"
"1636","PDS-8287","KELURAHAN"
"1637","PDS-8306","DESA"
"1638","PDS-8308","DESA"
"1639","PDS-8309","DESA"
"1640","PDS-8312","DESA"
"1641","PDS-8313","DESA"
"1642","PDS-8316","DESA"
"1643","PDS-8322","KELURAHAN"
"1644","PDS-8323","DESA"
"1645","PDS-8326","DESA"
"1646","PDS-8327","DESA"
"1647","PDS-8329","DESA"
"1648","PDS-8330","KELURAHAN"
"1649","PDS-8334","DESA"
"1650","PDS-8336","DESA"
"1651","PDS-8339","DESA"
"1652","PDS-8348","KELURAHAN"
"1653","PDS-8357","DESA"
"1654","PDS-8358","DESA"
"1655","PDS-8364","DESA"
"1656","PDS-8368","DESA"
"1657","PDS-8386","DESA"
"1658","PDS-8390","DESA"
"1659","PDS-8393","DESA"
"1660","PDS-8398","DESA"
"1661","PDS-8400","DESA"
"1662","PDS-8416","KELURAHAN"
"1663","PDS-8418","DESA"
"1664","PDS-8428","KELURAHAN"
"1665","PDS-8429","DESA"
"1666","PDS-8430","DESA"
"1667","PDS-8434","DESA"
"1668","PDS-8437","DESA"
"1669","PDS-8439","KELURAHAN"
"1670","PDS-8449","DESA"
"1671","PDS-8462","KELURAHAN"
"1672","PDS-8468","DESA"
"1673","PDS-8473","DESA"
"1674","PDS-8476","DESA"
"1675","PDS-8491","KELURAHAN"
"1676","PDS-8492","KELURAHAN"
"1677","PDS-8503","KELURAHAN"
"1678","PDS-8513","DESA"
"1679","PDS-8520","KELURAHAN"
"1680","PDS-8530","KELURAHAN"
"1681","PDS-8534","DESA"
"1682","PDS-8536","DESA"
"1683","PDS-8548","KELURAHAN"
"1684","PDS-8549","DESA"
"1685","PDS-8550","DESA"
"1686","PDS-8554","DESA"
"1687","PDS-8556","DESA"
"1688","PDS-8557","DESA"
"1689","PDS-8561","DESA"
"1690","PDS-8567","KELURAHAN"
"1691","PDS-8568","DESA"
"1692","PDS-8572","KELURAHAN"
"1693","PDS-8578","KELURAHAN"
"1694","PDS-8579","DESA"
"1695","PDS-8581","DESA"
"1696","PDS-8593","DESA"
"1697","PDS-8596","DESA"
"1698","PDS-8598","DESA"
"1699","PDS-8602","DESA"
"1700","PDS-8606","DESA"
"1701","PDS-8634","DESA"
"1702","PDS-8637","KELURAHAN"
"1703","PDS-8641","DESA"
"1704","PDS-8647","DESA"
